UI_Group,UI_Target,Predictor,Mean_ABS_SHAP,SHAP_Rank
Mobile_UI,mobile_image_text_ratio,Openness,0.022720497634053156,5
Mobile_UI,mobile_image_text_ratio,Extraversion,0.01846369865582104,6
Mobile_UI,mobile_image_text_ratio,primary_persona,0.014625199535213256,7
Mobile_UI,mobile_image_text_ratio,Conscientiousness,0.007995835481063219,8
Mobile_UI,mobile_whitespace,Agreeableness,0.023712774633437083,1
Mobile_UI,mobile_whitespace,Conscientiousness,0.022014811076024057,2
Mobile_UI,mobile_whitespace,current_mood,0.021300537037384038,3
Mobile_UI,mobile_whitespace,Extraversion,0.0187482143810604,4
Mobile_UI,mobile_whitespace,primary_persona,0.01827874555889996,5
Mobile_UI,mobile_whitespace,Openness,0.016214829448333884,6
Mobile_UI,mobile_whitespace,primary_device,0.014781406709534957,7
Mobile_UI,mobile_whitespace,Neuroticism,0.003621493644139621,8
Mobile_UI,mobile_navigation,primary_device,0.04493073745636021,1
Mobile_UI,mobile_navigation,primary_persona,0.029696905236285077,2
Mobile_UI,mobile_navigation,Extraversion,0.02826513623329891,3
Mobile_UI,mobile_navigation,Agreeableness,0.021812352392944344,4
Mobile_UI,mobile_navigation,current_mood,0.02037548117575939,5
Mobile_UI,mobile_navigation,Neuroticism,0.019720069873227032,6
Mobile_UI,mobile_navigation,Openness,0.01750339945220149,7
Mobile_UI,mobile_navigation,Conscientiousness,0.011283541077553385,8
Mobile_UI,mobile_search_visibility,current_mood,0.05113542234606927,1
Mobile_UI,mobile_search_visibility,Agreeableness,0.0335161124340828,2
Mobile_UI,mobile_search_visibility,primary_device,0.02811589193840828,3
Mobile_UI,mobile_search_visibility,Openness,0.02663958380584974,4
Mobile_UI,mobile_search_visibility,Extraversion,0.022009082199823816,5
Mobile_UI,mobile_search_visibility,Conscientiousness,0.020946212109871524,6
Mobile_UI,mobile_search_visibility,primary_persona,0.020342546926936534,7
Mobile_UI,mobile_search_visibility,Neuroticism,0.010346882361445776,8
Mobile_UI,mobile_category_display,primary_device,0.0532851628336115,1
Mobile_UI,mobile_category_display,primary_persona,0.03389829938014778,2
Mobile_UI,mobile_category_display,Openness,0.030042163170363585,3
Mobile_UI,mobile_category_display,current_mood,0.027817780512914076,4
Mobile_UI,mobile_category_display,Neuroticism,0.023973024992210514,5
Mobile_UI,mobile_category_display,Agreeableness,0.022441561814645506,6
Mobile_UI,mobile_category_display,Conscientiousness,0.015174527482341596,7
Mobile_UI,mobile_category_display,Extraversion,0.004859832501957309,8
Mobile_UI,mobile_product_card,Conscientiousness,0.030765841025034196,1
Mobile_UI,mobile_product_card,primary_persona,0.02660330580870969,2
Mobile_UI,mobile_product_card,Openness,0.026566125134418837,3
Mobile_UI,mobile_product_card,Extraversion,0.0240283048804926,4
Mobile_UI,mobile_product_card,primary_device,0.02308044741535821,5
Mobile_UI,mobile_product_card,Agreeableness,0.02127041860501845,6
Mobile_UI,mobile_product_card,Neuroticism,0.01832077623939331,7
Mobile_UI,mobile_product_card,current_mood,0.004852466505548254,8
